imagem,descricao,valor
https://images.vitrinebradesco.com.br/vip_leiloes/346924/1745338305424,"Data do leilão: 29/04/2025 | Apto. Nº 153, No 15º Pav. Do Condomínio Verum Mooca, Com Direito A 1 Depósito E 2 Vagas De Garagem. Área Priv. 150,70m², Já Incluída A Área Correspondente Ao Depósito Nº 33 E Áreas Correspondentes Às Vagas De Garagem Nº 75p E 76p, Localizadas No 1º Subsolo. Matr. 182.948 Do 7º Ri Local. Inscrição Municipal 028.020.2892-8. Obs.: Eventuais Débitos Existentes Referentes A Condomínio, Serão De Responsabilidade Do Comprador A Sua Apuração E Pagamento, Independentemente Da Data Do Fato Gerador, Sem Direito A Reembolso. Consta Sobre O Imóvel Ação De Execução De Débitos Fiscais Processos Nº 1508378-86.2023.8.26.0090 Da Vara Das Execuções Fiscais Municipais Do Foro De São Paulo - Sp, O Qual Será De Responsabilidade Do Vendedor O Seu Pagamento, Bem Como A Baixa Da Respectiva Ação De Execução. Caso Haja O Exercício De Direito De Preferência, O Débito E A Baixa Da Respectiva Ação De Execução, Será De Exclusiva Responsabilidade Do Ex-fiduciante. Ocupado. (af). Valor Está 62% Abaixo Na 2ª Praça. Condição De Pagamento: À Vista, Mais Comissão De 5% Ao Leiloeiro.",Parceiro: Grupo Vip Leilões
https://images.vitrinebradesco.com.br/vip_leiloes/346934/1745338322752,"Data do leilão: 29/04/2025 | Apto. Nº 53, No 4º Andar Ou 5º Pav. Do Bloco A, Condomínio Conjunto Residencial Fascinação 3. Área Priv. 45,29 M². Matr. 141.577 Do 7º Ri Local. Inscrição Municipal 230.133.0209-5. Obs.: Ocupado. (af). Valor Está 34% Abaixo Na 2ª Praça. Condição De Pagamento: À Vista, Mais Comissão De 5% Ao Leiloeiro.",Parceiro: Grupo Vip Leilões
https://images.vitrinebradesco.com.br/mega_leiloes/344553/1743796910391,"Data do leilão: 29/04/2025 | São Paulo-SP. Bairro Chácara Inglesa. Rua Guiratinga, Nº 500. Apto. Duplex Ou De Cobertura Tipo ""a"" Nº 121, No 12º Andar E Cobertura Do Condomínio Edifício Monte Carmel, Com Direito A 02 Vagas Indeterminadas. Apartamento. Área Real Útil 195,880m² (apto) E 57,740m² (vagas). Matr. 178.993 Do 14º Ri Local. Obs.: (i) Débitos De Iptu E Condomínio De Aprox. R$ 460.000,00, Deverão Ser Apurados E Pagos Pelo Arrematante, Sem Direito A Reembolso; (ii) Ocupada (af).",Parceiro: Mega Leilões
https://images.vitrinebradesco.com.br/vip_leiloes/346900/1745338233328,"Data do leilão: 05/05/2025 | Casa. Áreas Totais: Terr. 140,00 M² E Constr. 167,29 M². Matr. 91.502 Do 16º Ri Local. Inscrição Municipal 078.329.0086-5. Obs.: Regularização Dos Débitos De Iptu No Valor Aproximado De R$ 1.200,00, Apuração Dos Valores Atualizados E O Pagamento Dos Referidos Débitos Serão De Inteira Responsabilidade Do Comprador, Independentemente Da Data Do Fato Gerador, Sem Direito A Reembolso. Ocupada. (af). Lance Mínimo: R$ 301.000,00",Parceiro: Grupo Vip Leilões
https://images.vitrinebradesco.com.br/vip_leiloes/346909/1745338267241,"Data do leilão: 05/05/2025 | Casa. Áreas Totais: Terr. 170,24 M² E Constr. Estimada No Local 246,00 M². Matr. 34.034 Do 12º Ri Local. Inscrição Municipal 112.761.0027-1. Obs.: Área Construída Não Averbada No Ri. Regularização E Encargos Perante Os Órgãos Competentes, Inclusive Quanto A Averbação Da Mudança De Denominação Do Logradouro, Correrão Por Conta Do Comprador. Constam Ação De Superendividamento Processo Nº 1010470-93.2025.8.26.0100 Do Posto Do Cejusc Central Do Foro Central Cível De São Paulo Sp. O Vendedor Responde Pelo Resultado Da Ação De Acordo Com Os Critérios E Limites Estabelecidos Nas ""condições De Venda Dos Imóveis"" Constantes Do Edital. Regularização Dos Débitos De Iptu No Valor Aproximado De R$ 3.000,00, Apuração Dos Valores Atualizados E O Pagamento Dos Referidos Débitos Serão De Inteira Responsabilidade Do Comprador, Independentemente Da Data Do Fato Gerador, Sem Direito A Reembolso. Ocupada. (af). Lance Mínimo: R$ 310.000,00",Parceiro: Grupo Vip Leilões
https://images.vitrinebradesco.com.br/freitas_leiloes/345719/1744641060430,"Data do leilão: 05/05/2025 | São Paulo-SP. Bairro Jaraguá. Av. Amador Aguiar, 1232. Condomínio Villagio Di Vicenza. Casa Assobradada N° 19, C/ Direito A Uma Vaga De Garagem. Áreas Privs.: Terr. 120,170m² E Constr. 67,780m². Matr. 281.228 Do 18º Ri Local. Obs.: Constam Ações De Procedimento Comum Cível, Processo Nº 1005315-58.2025.8.26.0020 E Processo Nº 1002198-93.2024.8.26.0020, Ambas Respectivamente Em Trâmite Na 7ª E 4ª Vara Cível - Foro Regional Xii - Nossa Senhora Do Ó, Em São Paulo/sp. O Vendedor Responde Pelos Resultados Das Ações, De Acordo Com Os Critérios E Limites Estabelecidos Nas “condições De Venda Dos Imóveis” Constantes Do Edital. Ocupada. (af). (cód. Do Imóvel 23393).",Parceiro: Freitas Leiloeiro
https://images.vitrinebradesco.com.br/zukerman_leiloes/346428/1744880819359,"Data do leilão: 05/05/2025 | Rua Dom Bento Pickel, Nº 128. Casa (parte Do Lote 29 Da Gleba S). Áreas Totais: Ter: 161,00m² E Constr. Estimada: 130,00m². Matr. 27.362 Do 8º Ri Local. Eventuais Débitos Deverão Ser Apurados E Pagos Pelo Comprador, Sem Direito A Reembolso. Caberá Ao Arrematante, Providenciar Às Suas Expensas, Toda E Qualquer Regularização Física E Documental Do Imóvel, Perante Os Órgãos Competentes, Quando For O Caso, Tais Como, Prefeitura E Oficial De Registro De Imóveis, Independentemente Da Data Da Sua Constituição, Tais Como Regularização De Cadastro De Contribuinte Perante A Prefeitura, Regularização De Numeração Do Prédio E/ou Do Logradouro, Averbações De Demolição/construção, Unificações, Desmembramentos, Áreas Totais, Respondendo Por Quaisquer Ônus, Providências E Eventuais Tributos Cobrados Retroativamente Pela Municipalidade. Ocupado.",Parceiro: ZUK
https://images.vitrinebradesco.com.br/freitas_leiloes/345736/1744642918800,"Data do leilão: 05/05/2025 | São Paulo-SP. Vila Matilde. Rua Alexandre Cheid, 354 (lt. 57b Da Qd. 23). Casa. Áreas Totais: Terr. 81,84m² E Constr. 47,86m². Matr. 165.044 Do 16° Ri Local. Obs. Consta Ação De Procedimento Comum Cível, Processo Nº 1006060-51.2023.8.26.0006, Em Trâmite Na 3ª Vara Cível Foro Regional Vi - Penha De França, São Paulo/sp. O Vendedor Responde Pelo Resultado Da Ação, De Acordo Com Os Critérios E Limites Estabelecidos Nas “condições De Venda Dos Imóveis” Constantes Do Edital. Ocupado. (af). (cód. Do Imóvel 18296).",Parceiro: Freitas Leiloeiro
https://images.vitrinebradesco.com.br/vip_leiloes/346961/1745338362963,"Data do leilão: 09/05/2025 | Apto. 902, No 9º Pav. Do Bloco Estrela Beta, Do Empreendimento Universo Tatuapé - Condomínio Estrela, Com 1 Vaga De Garagem Indeterminada. Área Priv. 66,00m². Matr. 338.044 Do 9º Ri Local. Inscrição Municipal 062.080.0885-9. Obs.: Ocupado. (af). Valor Está 40% Abaixo Na 2ª Praça. Condição De Pagamento: À Vista, Mais Comissão De 5% Ao Leiloeiro.",Parceiro: Grupo Vip Leilões
https://images.vitrinebradesco.com.br/freitas_leiloes/346782/1744921002992,"Data do leilão: 12/05/2025 | São Paulo-SP. Vila Suzana. Rua Correggio, 295. Edifício Sweet Home. Ap. 132 – Duplex (13º Pav. E Cobertura), C/ 04 Vagas De Garagem Indeterminadas. Área Priv. 253,55m². Matr. 122.810 Do 18º Ri Local. Obs.: O Vendedor Providenciará, Sem Prazo Determinado, As Baixas Da Ação De Execução De Título Extrajudicial Constante Na Av. 15 E Das Penhoras Constantes Nas Av. 16 E Av. 17 Da Citada Matrícula. Ocupado. (af). (cód. Do Imóvel 22055). Somente À Vista",Parceiro: Freitas Leiloeiro
